Year,StudentID,Name,Branch,CGPA,Skills,Company,Package,Status,Placed_Date,Backlogs,Attendance,Hackathons,Sports,Papers,Conferences,Internships,Clubs,Semester,Maths,DSA,OS,DBMS,AI,Student_Rank,Min_Rank_For_Interview,Placement_Probability_%,Resume_Score,Eligible_For_Interview
2024,2024_S942,Student_11742,AI,7.41,"Data Analytics, Web Development, Machine Learning",Qualcomm India,1830434,Placed,10/24/2024,0,88,1,1,0,0,2,3,1,70,84,71,75,67,128,4,80.1,26,FALSE
2024,2024_S943,Student_11743,CSE,6.82,"Machine Learning, Data Analytics, SQL",HCL Technologies,1684197,Attended,,1,83,0,1,1,1,0,3,3,73,62,78,78,58,114,4,63.2,21,FALSE
2024,2024_S943,Student_11743,CSE,6.82,"Machine Learning, Data Analytics, SQL",Qualcomm India,2613413,Rejected,,0,80,0,2,1,1,2,2,3,59,69,58,59,73,220,4,74.2,30,FALSE
2024,2024_S944,Student_11744,IT,8.6,"Data Analytics, DevOps, Cyber Security",PolicyBazaar,1656736,Rejected,,1,79,0,1,0,1,1,2,3,85,90,94,85,94,219,4,84,16,FALSE
2024,2024_S944,Student_11744,IT,8.6,"Data Analytics, DevOps, Cyber Security",PolicyBazaar,2151268,Attended,,0,89,3,2,2,0,2,0,7,84,83,81,91,91,322,4,92,43,FALSE
2024,2024_S945,Student_11745,IT,9.27,"Machine Learning, Artificial Intelligence, Web Development",Adani Group,2179721,Rejected,,0,88,2,0,2,0,0,2,6,95,95,95,83,93,154,4,92.7,32,FALSE
2024,2024_S945,Student_11745,IT,9.27,"Machine Learning, Artificial Intelligence, Web Development",Paytm,1564507,Placed,7/6/2024,0,83,1,2,0,1,0,3,7,95,95,91,92,95,471,4,92.7,18,FALSE
2024,2024_S946,Student_11746,EEE,8.42,"Python, Cyber Security, DevOps",Mphasis,1971951,Attended,,1,82,3,2,1,2,2,3,8,89,89,84,81,86,321,4,85.2,52,FALSE
2024,2024_S946,Student_11746,EEE,8.42,"Python, Cyber Security, DevOps",MakeMyTrip,2629452,Attended,,1,84,0,0,1,0,1,0,3,91,92,82,75,80,320,4,82.2,14,FALSE
2024,2024_S947,Student_11747,EEE,8.75,"DevOps, SQL, Machine Learning",Hexaware,1831481,Rejected,,1,93,2,0,1,1,1,3,7,81,87,87,92,86,225,4,85.5,37,FALSE
2024,2024_S947,Student_11747,EEE,8.75,"DevOps, SQL, Machine Learning",Bharat Electronics,1739076,Attended,,0,95,1,2,2,2,2,0,7,94,77,77,91,88,423,4,93.5,41,FALSE
2024,2024_S948,Student_11748,CSE,8.74,"Artificial Intelligence, Machine Learning, Cloud Computing",Cognizant India,1836413,Rejected,,0,84,1,0,2,1,2,3,3,81,88,81,95,90,119,4,93.4,46,FALSE
2024,2024_S948,Student_11748,CSE,8.74,"Artificial Intelligence, Machine Learning, Cloud Computing",NVIDIA India,832349,Placed,10/13/2024,1,96,3,2,0,1,1,3,5,81,92,95,80,92,440,4,85.4,34,FALSE
2024,2024_S949,Student_11749,IT,8.99,"Cyber Security, Artificial Intelligence, Cloud Computing",Accenture India,2000082,Placed,3/13/2024,1,88,3,1,2,2,0,0,4,91,80,84,95,80,12,4,84.9,39,TRUE
2024,2024_S949,Student_11749,IT,8.99,"Cyber Security, Artificial Intelligence, Cloud Computing",EY India,1764571,Rejected,,1,85,0,2,0,2,1,1,5,87,94,88,90,95,391,4,87.9,17,FALSE
2024,2024_S950,Student_11750,ECE,6.7,"Data Analytics, DevOps, Python",IBM India,1766006,Attended,,0,79,1,0,2,0,0,0,2,57,59,72,57,69,355,4,67,21,FALSE
2024,2024_S950,Student_11750,ECE,6.7,"Data Analytics, DevOps, Python",MakeMyTrip,427757,Attended,,0,88,3,2,0,2,2,1,8,67,59,72,77,57,206,4,73,38,FALSE
2024,2024_S951,Student_11751,DS,6.62,"Cyber Security, Machine Learning, Java",Indian Oil Corporation,2110791,Rejected,,0,96,1,0,1,1,1,1,2,66,60,63,69,58,470,4,69.2,26,FALSE
2024,2024_S951,Student_11751,DS,6.62,"Cyber Security, Machine Learning, Java",DRDO Contractor,2287326,Rejected,,0,96,3,0,2,1,0,1,5,68,69,58,57,73,499,4,66.2,38,FALSE
2024,2024_S952,Student_11752,CSE,7.99,"Artificial Intelligence, Cyber Security, SQL",Harman India,1499353,Attended,,1,86,2,0,1,0,1,3,1,75,81,70,80,81,27,4,77.9,33,TRUE
2024,2024_S952,Student_11752,CSE,7.99,"Artificial Intelligence, Cyber Security, SQL",Havells,1933013,Rejected,,0,76,2,0,2,2,1,1,7,87,81,74,75,79,320,4,82.9,43,FALSE
2024,2024_S953,Student_11753,ECE,9.45,"Web Development, Cloud Computing, SQL",Mahindra & Mahindra,1866541,Rejected,,1,85,1,1,2,1,1,2,6,95,90,91,95,95,491,4,92.5,37,FALSE
2024,2024_S953,Student_11753,ECE,9.45,"Web Development, Cloud Computing, SQL",Flipkart,1752823,Attended,,0,81,1,2,1,2,2,2,7,89,91,95,95,91,474,4,100,39,FALSE
2024,2024_S954,Student_11754,ECE,7.88,"Java, Cloud Computing, Machine Learning",Accenture India,1173326,Attended,,0,84,1,0,1,2,1,0,2,78,83,86,88,79,37,4,81.8,27,TRUE
2024,2024_S954,Student_11754,ECE,7.88,"Java, Cloud Computing, Machine Learning",Infosys BPM,1898197,Rejected,,0,90,3,0,1,1,2,2,5,70,86,76,81,82,18,4,84.8,45,TRUE
2024,2024_S955,Student_11755,MECH,8.41,"Cloud Computing, Cyber Security, Artificial Intelligence",Bharat Electronics,1779343,Rejected,,0,90,2,1,2,0,2,3,7,83,75,94,85,78,413,4,90.1,47,FALSE
2024,2024_S955,Student_11755,MECH,8.41,"Cloud Computing, Cyber Security, Artificial Intelligence",Wipro,468333,Rejected,,0,96,2,0,1,1,0,3,3,82,81,86,93,77,304,3,84.1,31,FALSE
2024,2024_S956,Student_11756,AI,6.02,"Artificial Intelligence, Python, Web Development",Siemens India,843748,Placed,3/23/2024,0,83,3,2,1,1,1,1,2,55,61,57,64,60,247,4,63.2,36,FALSE
2024,2024_S956,Student_11756,AI,6.02,"Artificial Intelligence, Python, Web Development",PhonePe,572102,Placed,8/27/2024,0,77,2,1,0,2,2,1,2,69,62,68,69,63,95,4,66.2,33,FALSE
2024,2024_S957,Student_11757,AI,6.11,"SQL, Web Development, Java",Tech Mahindra,893501,Placed,10/11/2024,0,77,1,1,2,1,0,0,4,65,67,63,56,55,242,3,61.1,25,FALSE
2024,2024_S957,Student_11757,AI,6.11,"SQL, Web Development, Java",Ola,458117,Rejected,,0,88,3,1,1,0,1,2,7,62,62,55,67,67,261,4,64.1,35,FALSE
2024,2024_S958,Student_11758,AI,6.22,"Java, Cyber Security, SQL",LTIMindtree,1584164,Rejected,,0,75,1,1,2,1,1,2,8,67,55,55,67,70,177,4,65.2,37,FALSE
2024,2024_S958,Student_11758,AI,6.22,"Java, Cyber Security, SQL",IBM India,572581,Rejected,,0,80,3,1,0,0,1,2,6,65,72,63,64,55,250,4,65.2,27,FALSE
2024,2024_S959,Student_11759,EEE,8.98,"Cyber Security, DevOps, Web Development",Tech Mahindra,2098154,Rejected,,1,91,3,1,2,1,2,0,8,94,95,79,83,94,354,3,90.8,47,FALSE
2024,2024_S959,Student_11759,EEE,8.98,"Cyber Security, DevOps, Web Development",PolicyBazaar,1114209,Placed,11/16/2024,0,86,3,1,2,1,1,3,5,84,95,95,86,95,244,4,92.8,50,FALSE
2024,2024_S960,Student_11760,DS,9.39,"Java, Cloud Computing, SQL",Mindtree,2333584,Rejected,,1,97,1,0,2,2,0,2,2,95,95,95,86,95,136,4,88.9,35,FALSE
2024,2024_S960,Student_11760,DS,9.39,"Java, Cloud Computing, SQL",Indian Oil Corporation,1192249,Rejected,,0,93,0,0,0,1,2,1,3,93,94,85,85,95,210,4,99.9,19,FALSE
2024,2024_S961,Student_11761,MECH,9.65,"Data Analytics, Machine Learning, Java",Microsoft India,1191827,Attended,,0,86,1,0,1,2,2,0,3,94,95,95,95,95,3,4,100,33,TRUE
2024,2024_S961,Student_11761,MECH,9.65,"Data Analytics, Machine Learning, Java",Capgemini India,1690195,Attended,,0,81,1,0,2,2,2,2,8,87,94,86,95,95,144,4,100,47,FALSE
2024,2024_S962,Student_11762,AI,7.13,"Java, Web Development, Cyber Security",Infosys BPM,2347327,Attended,,0,97,3,2,0,1,2,3,7,63,65,77,70,81,11,4,77.3,40,TRUE
2024,2024_S962,Student_11762,AI,7.13,"Java, Web Development, Cyber Security",Infosys,2615164,Placed,5/24/2024,0,92,0,0,2,2,0,1,8,70,67,72,78,78,461,4,71.3,27,FALSE
2024,2024_S963,Student_11763,AI,7.33,"Cyber Security, Python, Java",Tata Elxsi,2054023,Placed,11/6/2024,0,92,1,0,1,0,0,3,1,71,64,63,74,77,461,4,73.3,22,FALSE
2024,2024_S963,Student_11763,AI,7.33,"Cyber Security, Python, Java",Deloitte India,1111453,Placed,9/22/2024,0,98,0,2,0,2,1,2,5,78,69,83,67,69,120,4,76.3,20,FALSE
2024,2024_S964,Student_11764,CIVIL,7.97,"Java, DevOps, Web Development",MakeMyTrip,2113642,Rejected,,0,90,3,1,2,2,2,1,5,86,72,77,72,77,259,4,85.7,54,FALSE
2024,2024_S964,Student_11764,CIVIL,7.97,"Java, DevOps, Web Development",Zoho,2362098,Attended,,0,85,2,2,2,2,1,0,5,72,89,76,82,69,206,6,82.7,40,FALSE
2024,2024_S965,Student_11765,IT,6.13,"SQL, Cyber Security, Data Analytics",Mphasis,569926,Rejected,,1,86,0,1,1,0,2,1,8,60,58,62,57,71,66,4,62.3,23,FALSE
2024,2024_S965,Student_11765,IT,6.13,"SQL, Cyber Security, Data Analytics",Flipkart,1977270,Placed,6/18/2024,1,94,3,1,0,2,0,1,2,57,60,57,69,70,21,4,56.3,26,TRUE
2024,2024_S966,Student_11766,EEE,8.7,"DevOps, Web Development, Artificial Intelligence",Zensar Technologies,1712026,Attended,,0,95,2,1,1,1,0,1,7,81,86,90,81,85,44,4,87,25,FALSE
2024,2024_S966,Student_11766,EEE,8.7,"DevOps, Web Development, Artificial Intelligence",PwC India,1076670,Placed,10/6/2024,0,92,2,0,0,1,0,3,5,82,94,94,81,78,73,4,87,23,FALSE
2024,2024_S967,Student_11767,IT,7.18,"Web Development, Python, SQL",Bharat Electronics,1818139,Rejected,,1,90,0,2,0,1,0,3,2,64,78,75,63,64,30,4,66.8,13,TRUE
2024,2024_S967,Student_11767,IT,7.18,"Web Development, Python, SQL",EY India,2509563,Rejected,,1,85,3,2,2,1,1,0,4,74,67,64,79,73,129,4,69.8,41,FALSE
2024,2024_S968,Student_11768,AI,9.39,"SQL, Data Analytics, Cloud Computing",Mphasis,2513654,Rejected,,0,93,1,1,2,1,2,1,1,86,95,95,85,95,469,4,99.9,40,FALSE
2024,2024_S968,Student_11768,AI,9.39,"SQL, Data Analytics, Cloud Computing",Microsoft India,1493764,Placed,7/19/2024,0,98,1,1,2,1,0,2,5,95,87,94,90,95,208,4,93.9,31,FALSE
2024,2024_S969,Student_11769,AI,6.62,"Machine Learning, Python, Cyber Security",Persistent Systems,1984046,Attended,,0,80,0,0,1,2,1,2,1,74,69,61,73,70,129,4,69.2,28,FALSE
2024,2024_S969,Student_11769,AI,6.62,"Machine Learning, Python, Cyber Security",Siemens India,1756224,Rejected,,0,76,2,0,1,1,1,1,1,72,57,57,73,64,438,4,69.2,31,FALSE
2024,2024_S970,Student_11770,DS,9.03,"SQL, Cyber Security, Machine Learning",Zoho,894807,Rejected,,0,83,0,0,1,0,1,3,7,94,95,95,92,92,434,6,93.3,23,FALSE
2024,2024_S970,Student_11770,DS,9.03,"SQL, Cyber Security, Machine Learning",ISRO Contractor,2079861,Placed,11/9/2024,1,98,3,0,1,0,2,2,3,95,95,81,90,86,212,4,91.3,41,FALSE
2024,2024_S971,Student_11771,EEE,6.19,"Machine Learning, Data Analytics, Java",PwC India,2647225,Placed,8/18/2024,1,77,3,2,2,2,0,3,4,58,55,64,63,62,59,4,56.9,48,FALSE
2024,2024_S971,Student_11771,EEE,6.19,"Machine Learning, Data Analytics, Java",Ola,351527,Attended,,1,96,0,1,2,0,1,1,6,55,57,59,58,63,76,4,59.9,25,FALSE
2024,2024_S972,Student_11772,CIVIL,6.2,"Web Development, Java, SQL",Tata Elxsi,1950806,Placed,3/14/2024,0,86,3,1,1,2,2,0,6,68,68,62,66,66,271,4,68,43,FALSE
2024,2024_S972,Student_11772,CIVIL,6.2,"Web Development, Java, SQL",DRDO Contractor,1145438,Placed,1/5/2024,0,85,2,0,1,2,0,1,8,64,58,55,67,70,257,4,62,29,FALSE
2024,2024_S973,Student_11773,DS,8.82,"Web Development, Data Analytics, Artificial Intelligence",HCL Technologies,1606868,Placed,3/10/2024,0,80,2,1,1,1,0,3,2,92,84,83,84,86,401,4,88.2,31,FALSE
2024,2024_S973,Student_11773,DS,8.82,"Web Development, Data Analytics, Artificial Intelligence",Infosys,2218546,Attended,,0,91,2,0,0,1,1,1,5,95,80,84,85,89,168,4,91.2,23,FALSE
2024,2024_S974,Student_11774,EEE,6.56,"DevOps, Cyber Security, Java",TCS,842273,Rejected,,0,98,1,2,0,0,1,2,3,64,58,68,56,68,228,3,68.6,17,FALSE
2024,2024_S974,Student_11774,EEE,6.56,"DevOps, Cyber Security, Java",TCS,1744098,Rejected,,0,80,1,1,0,2,2,0,8,66,60,64,69,64,67,3,71.6,25,FALSE
2024,2024_S975,Student_11775,MECH,7.26,"Python, Java, SQL",TCS,983763,Rejected,,0,82,0,2,1,1,2,2,1,82,80,74,79,75,112,3,78.6,30,FALSE
2024,2024_S975,Student_11775,MECH,7.26,"Python, Java, SQL",Larsen & Toubro,563086,Placed,12/2/2024,0,76,0,1,1,0,0,0,4,66,81,62,76,80,399,4,72.6,8,FALSE
2024,2024_S976,Student_11776,CIVIL,9.04,"Cyber Security, Cloud Computing, Java",Havells,1307876,Rejected,,1,78,0,2,0,2,1,1,2,82,95,90,93,85,186,4,88.4,17,FALSE
2024,2024_S976,Student_11776,CIVIL,9.04,"Cyber Security, Cloud Computing, Java",Flipkart,2205284,Attended,,0,87,2,1,0,2,0,1,2,95,87,83,88,94,467,4,90.4,21,FALSE
2024,2024_S977,Student_11777,CSE,7.62,"Cloud Computing, DevOps, Java",Wipro,2016355,Placed,8/25/2024,1,83,0,0,1,2,0,2,3,69,69,67,85,79,396,3,71.2,22,FALSE
2024,2024_S977,Student_11777,CSE,7.62,"Cloud Computing, DevOps, Java",Bosch India,636438,Attended,,1,98,3,0,0,1,0,1,2,76,84,79,82,82,86,4,71.2,22,FALSE
2024,2024_S978,Student_11778,MECH,6.93,"Java, Web Development, Cyber Security",Tech Mahindra,740365,Placed,11/1/2024,1,82,1,0,1,2,0,2,3,79,76,78,72,59,239,3,64.3,27,FALSE
2024,2024_S978,Student_11778,MECH,6.93,"Java, Web Development, Cyber Security",Byju's,785334,Attended,,0,75,0,2,0,0,1,1,6,71,66,59,66,72,120,4,72.3,9,FALSE
2024,2024_S979,Student_11779,IT,7.27,"Cloud Computing, Web Development, Python",Swiggy,2279556,Placed,12/5/2024,0,96,0,2,1,1,2,1,6,65,76,62,75,72,340,4,78.7,27,FALSE
2024,2024_S979,Student_11779,IT,7.27,"Cloud Computing, Web Development, Python",Paytm,1388140,Rejected,,0,82,3,1,0,2,2,1,4,68,73,68,69,71,47,4,78.7,38,FALSE
2024,2024_S980,Student_11780,CSE,6.22,"Machine Learning, Cloud Computing, Python",Bosch India,1020928,Attended,,0,95,2,1,0,1,1,3,6,63,55,61,66,58,202,4,65.2,29,FALSE
2024,2024_S980,Student_11780,CSE,6.22,"Machine Learning, Cloud Computing, Python",Indian Oil Corporation,1232037,Placed,11/11/2024,0,79,3,0,0,0,2,0,4,55,55,60,55,61,349,4,68.2,27,FALSE
2024,2024_S981,Student_11781,CSE,8.68,"Cyber Security, DevOps, Cloud Computing",Paytm,2614725,Rejected,,0,94,1,2,1,0,2,0,3,85,95,79,91,92,71,4,92.8,25,FALSE
2024,2024_S981,Student_11781,CSE,8.68,"Cyber Security, DevOps, Cloud Computing",Byju's,687215,Placed,7/14/2024,0,90,1,0,1,2,1,2,5,82,84,85,90,88,441,4,89.8,33,FALSE
2024,2024_S982,Student_11782,CSE,6.21,"Data Analytics, Cyber Security, SQL",Tata Power,2783227,Attended,,0,89,3,2,2,1,2,0,2,55,57,61,70,71,379,4,68.1,47,FALSE
2024,2024_S982,Student_11782,CSE,6.21,"Data Analytics, Cyber Security, SQL",Google India,1714068,Placed,12/3/2024,0,97,3,1,2,0,1,3,3,68,61,71,57,65,364,4,65.1,46,FALSE
2024,2024_S983,Student_11783,CSE,9.01,"Web Development, DevOps, Cloud Computing",Paytm,1282259,Placed,7/10/2024,0,83,0,1,1,2,2,2,7,86,86,95,95,82,276,4,96.1,34,FALSE
2024,2024_S983,Student_11783,CSE,9.01,"Web Development, DevOps, Cloud Computing",LTIMindtree,1741165,Placed,6/7/2024,0,84,2,0,0,2,2,3,7,95,95,83,91,95,416,4,96.1,39,FALSE
2024,2024_S984,Student_11784,AI,6.76,"Java, Machine Learning, SQL",DRDO Contractor,1577538,Rejected,,1,95,2,0,0,0,2,0,7,74,77,59,65,71,64,4,68.6,22,FALSE
2024,2024_S984,Student_11784,AI,6.76,"Java, Machine Learning, SQL",Tech Mahindra,1459599,Placed,9/1/2024,0,84,3,0,2,2,2,1,3,63,76,75,73,76,31,3,73.6,54,FALSE
2024,2024_S985,Student_11785,MECH,7.38,"Artificial Intelligence, Machine Learning, SQL",TCS,2142770,Placed,6/11/2024,0,82,3,1,0,2,2,2,1,68,75,83,71,68,117,3,79.8,41,FALSE
2024,2024_S985,Student_11785,MECH,7.38,"Artificial Intelligence, Machine Learning, SQL",PolicyBazaar,2464162,Attended,,0,82,3,2,0,1,0,3,7,72,71,75,74,72,46,4,73.8,28,FALSE
2024,2024_S986,Student_11786,ECE,7.93,"Web Development, Cyber Security, SQL",Capgemini India,1585440,Placed,8/25/2024,1,97,1,2,0,1,0,3,6,88,89,76,84,85,261,4,74.3,18,FALSE
2024,2024_S986,Student_11786,ECE,7.93,"Web Development, Cyber Security, SQL",Infosys,2330136,Placed,4/4/2024,0,79,2,0,1,1,2,3,7,69,75,84,79,73,213,4,85.3,43,FALSE
2024,2024_S987,Student_11787,IT,7.93,"Java, Web Development, Cloud Computing",PolicyBazaar,2312751,Attended,,0,93,3,0,1,1,2,1,7,71,81,79,73,82,302,4,85.3,42,FALSE
2024,2024_S987,Student_11787,IT,7.93,"Java, Web Development, Cloud Computing",Harman India,1504885,Attended,,1,97,2,1,0,1,2,3,1,70,73,89,88,74,428,4,80.3,35,FALSE
2024,2024_S988,Student_11788,ECE,9.5,"Data Analytics, SQL, Python",Wipro,1398016,Placed,9/6/2024,0,84,2,2,1,0,2,0,1,95,95,94,91,93,76,3,100,30,FALSE
2024,2024_S988,Student_11788,ECE,9.5,"Data Analytics, SQL, Python",Freshworks,462231,Attended,,0,86,3,1,1,0,1,0,3,91,95,91,93,95,320,4,98,29,FALSE
2024,2024_S989,Student_11789,AI,7.5,"Artificial Intelligence, Python, Cloud Computing",Microsoft India,1433908,Placed,12/23/2024,1,96,1,2,1,2,1,0,6,67,76,82,70,82,452,4,73,27,FALSE
2024,2024_S989,Student_11789,AI,7.5,"Artificial Intelligence, Python, Cloud Computing",Microsoft India,1329298,Placed,10/17/2024,0,89,1,1,2,0,1,3,5,74,73,77,82,74,183,4,78,36,FALSE
2024,2024_S990,Student_11790,DS,8.42,"Cloud Computing, Machine Learning, Data Analytics",Intel India,945224,Attended,,0,91,1,2,0,2,1,2,2,77,89,75,89,74,459,4,87.2,25,FALSE
2024,2024_S990,Student_11790,DS,8.42,"Cloud Computing, Machine Learning, Data Analytics",Ola,1946518,Placed,8/27/2024,1,88,0,2,1,1,1,1,2,84,83,92,80,83,272,4,82.2,21,FALSE
2024,2024_S991,Student_11791,DS,6.61,"Cyber Security, Machine Learning, Java",Tech Mahindra,450531,Attended,,1,90,1,2,0,2,0,1,2,60,72,63,65,58,499,3,61.1,16,FALSE
2024,2024_S991,Student_11791,DS,6.61,"Cyber Security, Machine Learning, Java",Tata Elxsi,1893152,Rejected,,1,97,0,1,0,1,2,2,2,70,61,70,66,67,141,4,67.1,22,FALSE
2024,2024_S992,Student_11792,AI,7.59,"Cloud Computing, Artificial Intelligence, Python",Bharat Electronics,2669835,Rejected,,1,95,2,0,1,2,0,3,3,75,65,69,69,85,169,4,70.9,35,FALSE
2024,2024_S992,Student_11792,AI,7.59,"Cloud Computing, Artificial Intelligence, Python",Microsoft India,1562095,Placed,7/18/2024,0,98,1,1,0,2,1,0,1,67,73,73,67,69,176,4,78.9,19,FALSE
2024,2024_S993,Student_11793,CSE,6.47,"Cloud Computing, Web Development, Java",Swiggy,1325281,Rejected,,0,84,3,0,0,2,1,0,2,73,66,66,71,71,369,4,67.7,29,FALSE
2024,2024_S993,Student_11793,CSE,6.47,"Cloud Computing, Web Development, Java",Siemens India,820746,Attended,,0,97,0,2,2,0,1,0,6,74,68,74,68,58,424,4,67.7,22,FALSE
2024,2024_S994,Student_11794,MECH,9.59,"Machine Learning, Web Development, Java",Adani Group,2597039,Rejected,,0,76,2,1,2,2,0,2,1,94,95,92,95,95,276,4,95.9,40,FALSE
2024,2024_S994,Student_11794,MECH,9.59,"Machine Learning, Web Development, Java",Capgemini India,1871060,Placed,3/13/2024,0,84,3,2,1,0,0,2,3,93,85,86,92,86,291,4,95.9,29,FALSE
2024,2024_S995,Student_11795,CIVIL,7.84,"SQL, Machine Learning, Cloud Computing",Persistent Systems,2244798,Placed,1/21/2024,0,90,3,2,2,0,0,3,7,72,76,69,84,88,182,4,78.4,40,FALSE
2024,2024_S995,Student_11795,CIVIL,7.84,"SQL, Machine Learning, Cloud Computing",Oracle India,2608242,Rejected,,1,89,3,1,1,2,2,1,2,68,83,84,84,80,317,4,79.4,46,FALSE
2024,2024_S996,Student_11796,AI,7.35,"Cloud Computing, Artificial Intelligence, SQL",Bharat Electronics,1848603,Rejected,,1,79,0,1,1,0,1,0,6,69,69,67,74,73,349,4,71.5,14,FALSE
2024,2024_S996,Student_11796,AI,7.35,"Cloud Computing, Artificial Intelligence, SQL",Tata Power,1284930,Placed,3/1/2024,0,83,1,0,2,2,0,3,6,78,69,70,77,77,168,4,73.5,38,FALSE
2024,2024_S997,Student_11797,ECE,9.33,"Python, Artificial Intelligence, Machine Learning",Swiggy,1795783,Placed,7/16/2024,0,95,0,2,1,0,2,0,5,95,87,84,95,95,481,4,99.3,20,FALSE
2024,2024_S997,Student_11797,ECE,9.33,"Python, Artificial Intelligence, Machine Learning",Google India,457740,Placed,11/4/2024,0,95,1,0,2,1,1,3,3,95,84,95,87,87,33,4,96.3,40,TRUE
2024,2024_S998,Student_11798,AI,7.54,"Cyber Security, Python, Artificial Intelligence",Indian Oil Corporation,2268987,Placed,4/8/2024,0,87,2,2,0,2,2,2,8,65,77,70,70,66,57,4,81.4,36,FALSE
2024,2024_S998,Student_11798,AI,7.54,"Cyber Security, Python, Artificial Intelligence",Microsoft India,636599,Rejected,,1,98,3,2,2,0,2,1,8,76,65,83,85,80,300,4,76.4,46,FALSE
2024,2024_S999,Student_11799,CSE,7.48,"Web Development, Cloud Computing, SQL",Persistent Systems,1356150,Rejected,,0,83,1,0,0,0,2,2,2,76,82,71,83,72,220,4,80.8,23,FALSE
2024,2024_S999,Student_11799,CSE,7.48,"Web Development, Cloud Computing, SQL",Adani Group,2636187,Placed,11/14/2024,0,94,1,1,0,0,2,0,5,75,68,69,77,72,498,4,80.8,17,FALSE
2024,2024_S1000,Student_11800,EEE,8.8,"DevOps, SQL, Cyber Security",Swiggy,2798049,Placed,3/11/2024,0,90,1,0,0,1,1,3,2,83,87,81,95,87,471,4,91,24,FALSE
2024,2024_S1000,Student_11800,EEE,8.8,"DevOps, SQL, Cyber Security",Tata Power,2122790,Rejected,,0,79,0,1,0,1,1,3,1,89,82,95,93,86,79,4,91,19,FALSE
2024,2024_S1001,Student_11801,IT,8.07,"Data Analytics, Web Development, Machine Learning",Bharat Electronics,960213,Attended,,0,98,1,0,1,0,2,1,5,72,81,82,84,78,124,4,86.7,28,FALSE
2024,2024_S1001,Student_11801,IT,8.07,"Data Analytics, Web Development, Machine Learning",NVIDIA India,1586047,Attended,,0,91,1,1,0,2,2,1,6,87,79,83,89,83,213,4,86.7,28,FALSE
2024,2024_S1002,Student_11802,MECH,6.93,"SQL, DevOps, Web Development",Hexaware,1093031,Placed,7/6/2024,0,81,3,0,1,1,2,3,3,76,61,68,68,79,308,4,75.3,48,FALSE
2024,2024_S1002,Student_11802,MECH,6.93,"SQL, DevOps, Web Development",Harman India,1141903,Placed,5/11/2024,0,96,0,0,0,0,0,1,8,61,76,67,67,66,192,4,69.3,3,FALSE
2024,2024_S1003,Student_11803,EEE,9.3,"DevOps, Cloud Computing, Machine Learning",Amazon India,1988802,Placed,2/9/2024,0,84,0,1,0,2,2,3,7,95,95,90,92,95,289,4,99,29,FALSE
2024,2024_S1003,Student_11803,EEE,9.3,"DevOps, Cloud Computing, Machine Learning",Tata Power,831696,Placed,2/27/2024,0,78,0,0,0,0,2,1,5,95,95,91,87,86,209,4,99,15,FALSE
2024,2024_S1004,Student_11804,DS,6.07,"Java, SQL, DevOps",Swiggy,1995824,Attended,,1,93,3,1,1,0,0,3,7,58,63,67,60,55,209,4,55.7,32,FALSE
2024,2024_S1004,Student_11804,DS,6.07,"Java, SQL, DevOps",Swiggy,1457607,Attended,,0,75,0,2,1,0,1,1,1,58,61,61,59,67,289,4,63.7,17,FALSE
2024,2024_S1005,Student_11805,DS,8.49,"DevOps, Cloud Computing, Artificial Intelligence",Wipro,2182820,Attended,,0,88,1,0,1,0,0,3,1,82,81,74,85,77,471,3,84.9,22,FALSE
2024,2024_S1005,Student_11805,DS,8.49,"DevOps, Cloud Computing, Artificial Intelligence",PhonePe,1204439,Rejected,,0,89,2,1,2,1,0,0,5,86,90,87,87,78,176,4,84.9,30,FALSE
2024,2024_S1006,Student_11806,IT,7.14,"DevOps, Cyber Security, SQL",ISRO Contractor,1843136,Placed,8/4/2024,1,95,2,1,2,0,2,2,6,68,73,71,68,67,97,4,72.4,44,FALSE
2024,2024_S1006,Student_11806,IT,7.14,"DevOps, Cyber Security, SQL",Wipro,1589138,Rejected,,1,96,2,0,1,2,0,0,3,61,78,72,62,80,432,3,66.4,26,FALSE
2024,2024_S1007,Student_11807,IT,8.62,"Cloud Computing, Artificial Intelligence, Cyber Security",HCL Technologies,813168,Placed,10/21/2024,1,77,0,1,1,2,0,3,7,93,77,76,77,77,483,4,81.2,25,FALSE
2024,2024_S1007,Student_11807,IT,8.62,"Cloud Computing, Artificial Intelligence, Cyber Security",Persistent Systems,1252446,Rejected,,0,75,3,1,1,2,2,3,1,76,94,86,79,79,68,4,92.2,52,FALSE
2024,2024_S1008,Student_11808,EEE,8.64,"Data Analytics, Artificial Intelligence, Python",MakeMyTrip,983821,Rejected,,1,76,3,0,2,1,0,2,6,89,94,85,83,88,128,4,81.4,41,FALSE
2024,2024_S1008,Student_11808,EEE,8.64,"Data Analytics, Artificial Intelligence, Python",Indian Oil Corporation,2764322,Attended,,0,94,1,2,2,2,1,1,2,79,77,77,86,82,118,4,89.4,38,FALSE
2024,2024_S1009,Student_11809,EEE,8.49,"Java, Data Analytics, Cyber Security",Tata Elxsi,2144039,Rejected,,1,93,1,2,1,1,0,3,6,80,88,88,78,89,363,4,79.9,26,FALSE
2024,2024_S1009,Student_11809,EEE,8.49,"Java, Data Analytics, Cyber Security",Mphasis,536624,Rejected,,0,89,2,2,1,2,1,3,5,77,90,78,86,92,194,4,87.9,41,FALSE
